Date,Open,High,Low,Close,Adj Close,Volume
2020-06-12,19.350000381469727,19.719999313354492,18.65999984741211,19.1200008392334,17.479900360107422,169400
2020-06-15,18.729999542236328,18.889999389648438,18.239999771118164,18.670000076293945,17.068500518798828,105700
2020-06-16,19.1299991607666,19.25,18.770000457763672,19.059999465942383,17.425046920776367,122400
2020-06-17,19.18000030517578,19.219999313354492,18.799999237060547,18.940000534057617,17.315340042114258,96900
2020-06-18,18.780000686645508,18.809999465942383,18.219999313354492,18.299999237060547,16.73023796081543,101100
2020-06-19,18.450000762939453,18.530000686645508,18.149999618530273,18.450000762939453,16.867372512817383,122100
2020-06-22,18.420000076293945,18.84000015258789,18.290000915527344,18.450000762939453,16.867372512817383,87000
2020-06-23,18.700000762939453,18.850000381469727,18.469999313354492,18.6200008392334,17.022789001464844,147300
2020-06-24,18.68000030517578,18.68000030517578,18.309999465942383,18.329999923706055,16.757665634155273,153700
2020-06-25,18.260000228881836,18.559999465942383,18.260000228881836,18.3700008392334,16.794235229492188,133800
2020-06-26,18.209999084472656,18.209999084472656,17.809999465942383,17.809999465942383,16.282270431518555,62300
2020-06-29,17.93000030517578,17.93000030517578,17.690000534057617,17.829999923706055,16.300556182861328,44200
2020-06-30,17.700000762939453,17.899999618530273,17.530000686645508,17.649999618530273,16.13599395751953,110400
2020-07-01,17.65999984741211,18.489999771118164,17.649999618530273,18.329999923706055,16.757665634155273,138400
2020-07-02,18.6200008392334,19.440000534057617,18.579999923706055,19.31999969482422,17.662744522094727,134800
2020-07-06,19.649999618530273,19.790000915527344,19.440000534057617,19.610000610351562,17.927867889404297,117500
2020-07-07,19.450000762939453,19.989999771118164,19.450000762939453,19.90999984741211,18.20213508605957,175500
2020-07-08,19.940000534057617,20.040000915527344,19.209999084472656,19.40999984741211,17.745023727416992,155200
2020-07-09,19.520000457763672,19.520000457763672,18.440000534057617,18.760000228881836,17.150779724121094,182200
2020-07-10,18.639999389648438,18.8700008392334,18.450000762939453,18.690000534057617,17.0867862701416,93100
2020-07-13,18.729999542236328,19.209999084472656,18.65999984741211,18.809999465942383,17.196491241455078,101700
2020-07-14,18.700000762939453,19.209999084472656,18.489999771118164,19.139999389648438,17.498184204101562,127100
2020-07-15,19.389999389648438,19.389999389648438,18.639999389648438,18.770000457763672,17.159921646118164,229800
2020-07-16,18.690000534057617,18.760000228881836,18.350000381469727,18.450000762939453,16.867372512817383,61500
2020-07-17,18.399999618530273,18.469999313354492,18.1200008392334,18.139999389648438,16.583961486816406,171000
2020-07-20,18.06999969482422,18.1299991607666,17.8700008392334,18.0,16.45597267150879,207000
2020-07-21,18.059999465942383,18.549999237060547,18.059999465942383,18.31999969482422,16.748523712158203,134400
2020-07-22,18.200000762939453,18.600000381469727,18.200000762939453,18.520000457763672,16.931367874145508,177600
2020-07-23,18.399999618530273,18.90999984741211,18.389999389648438,18.6299991607666,17.031930923461914,100600
2020-07-24,18.549999237060547,19.149999618530273,18.549999237060547,19.030000686645508,17.397621154785156,445900
2020-07-27,19.270000457763672,19.520000457763672,19.219999313354492,19.34000015258789,17.681028366088867,224900
2020-07-28,19.329999923706055,19.389999389648438,19.110000610351562,19.209999084472656,17.562179565429688,138700
2020-07-29,19.280000686645508,19.280000686645508,18.719999313354492,18.829999923706055,17.21477508544922,125800
2020-07-30,18.610000610351562,18.770000457763672,18.360000610351562,18.6200008392334,17.022789001464844,97600
2020-07-31,18.600000381469727,18.81999969482422,18.510000228881836,18.600000381469727,17.004505157470703,149200
2020-08-03,18.600000381469727,18.760000228881836,18.459999084472656,18.489999771118164,16.903940200805664,148800
2020-08-04,18.469999313354492,18.579999923706055,18.06999969482422,18.100000381469727,16.547395706176758,101800
2020-08-05,18.200000762939453,18.209999084472656,17.790000915527344,17.809999465942383,16.282270431518555,112400
2020-08-06,17.739999771118164,18.139999389648438,17.670000076293945,18.100000381469727,16.547395706176758,80700
2020-08-07,17.959999084472656,18.1200008392334,17.790000915527344,17.860000610351562,16.32798194885254,97800
2020-08-10,17.790000915527344,17.969999313354492,17.309999465942383,17.31999969482422,15.83430290222168,94100
2020-08-11,17.549999237060547,17.729999542236328,17.389999389648438,17.459999084472656,15.962292671203613,85500
2020-08-12,17.600000381469727,17.790000915527344,17.43000030517578,17.579999923706055,16.07200050354004,153500
2020-08-13,17.469999313354492,17.700000762939453,17.3799991607666,17.479999542236328,15.98057746887207,77900
2020-08-14,17.459999084472656,17.479999542236328,17.299999237060547,17.420000076293945,15.925725936889648,67900
2020-08-17,17.389999389648438,17.719999313354492,17.3700008392334,17.549999237060547,16.044572830200195,128400
2020-08-18,17.610000610351562,17.90999984741211,17.549999237060547,17.809999465942383,16.282270431518555,112200
2020-08-19,17.90999984741211,17.959999084472656,17.670000076293945,17.68000030517578,16.163423538208008,135900
2020-08-20,17.479999542236328,17.610000610351562,17.350000381469727,17.489999771118164,15.98971939086914,82900
2020-08-21,17.40999984741211,17.6299991607666,17.309999465942383,17.450000762939453,15.953152656555176,98300
2020-08-24,17.5,17.760000228881836,17.3799991607666,17.479999542236328,15.98057746887207,120700
2020-08-25,17.469999313354492,17.56999969482422,17.149999618530273,17.360000610351562,15.870871543884277,145300
2020-08-26,17.290000915527344,17.290000915527344,16.90999984741211,17.020000457763672,15.560037612915039,101600
2020-08-27,17.18000030517578,17.25,16.799999237060547,17.06999969482422,15.605748176574707,153600
2020-08-28,17.15999984741211,17.329999923706055,17.049999237060547,17.18000030517578,15.706313133239746,101100
2020-08-31,17.1299991607666,17.190000534057617,16.649999618530273,16.770000457763672,15.331480979919434,147400
2020-09-01,16.700000762939453,16.950000762939453,16.520000457763672,16.690000534057617,15.258343696594238,222200
